url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.thehindubusinessline.com/economy/logistics/hormuz-traffic-slows-as-uncertainty-over-waterway-persists/article71363498.ece,https://www.thehindubusinessline.com/economy/logistics/hormuz-traffic-slows-as-uncertainty-over-waterway-persists/article71363498.ece/amp/,Hormuz traffic slows as uncertainty over waterway persists,20260819T063000Z,https://bl-i.thgim.com/public/incoming/vhqwzv/article71330993.ece/alternates/LANDSCAPE_1200/2026-08-10T113418Z_979328731_RC2NVMABVD4D_RTRMADP_3_IRAN-CRISIS-OMAN-HORMUZ.JPG,thehindubusinessline.com,English,India
https://www.rte.ie/news/2026/0819/1588442-middle-east/,,UAE suspends Iran trade after ballistic missiles detected,20260819T063000Z,https://www.rte.ie/images/0024dcc0-1600.jpg,rte.ie,English,Ireland
https://www.yahoo.com/news/articles/hormuz-traffic-slows-uncertainty-over-033937035.html,,Hormuz traffic slows as uncertainty over waterway persists,20260819T041500Z,https://s.yimg.com/lo/mysterio/api/4f36a620c72eb1d8dd813814c3aeefb366ce6dbc4d55ead2b5e6d09ef1793640/lightyear_networkapi/resizefill_w800_h493%3Bquality_80%3Bformat_jpg/https%3A%2F%2Fmedia.zenfs.com%2Fen%2Freuters.com%2F0b297e1ef25edef114b8d8b7aec92d13.jpg,yahoo.com,English,United States
https://tribune.com.pk/story/2624965/govt-increases-petrol-by-27-paisas-hsd-by-rs164-for-aug-21,,"Govt increases petrol by 27 paisas , HSD by Rs1 . 64 for Aug 21",20260820T204500Z,https://i.tribune.com.pk/media/images/india-petrol-pump1655143659-0/india-petrol-pump1655143659-0-640x480.webp,tribune.com.pk,English,Pakistan
https://www.channelnewsasia.com/world/iran-us-war-trump-gas-prices-hormuz-6320876,,Iran defiant on strait as Trump tells Americans to accept high gas prices,20260815T020000Z,"https://dam.mediacorp.sg/image/upload/s--UuaGhAd8--/c_crop,h_1125,w_2000,x_0,y_6/c_fill,g_auto,h_338,w_600/fl_relative,g_south_east,l_one-cms:core:watermark:ap_data-1,w_0.1/f_auto,q_auto/v1/mediacorp/cna/image/2026/08/15/donald_trump.jpg?itok=Yt11MhGU",channelnewsasia.com,English,United States
https://www.morningstar.com/news/dow-jones/202608148787/dow-jones-top-energy-headlines-at-4-pm-et-bp-xrg-partner-on-venezuelan-offshore-gas-development-as-oil-majors-tentatively-return-crude,,"Dow Jones Top Energy Headlines at 4 PM ET : BP , XRG Partner on Venezuelan Offshore Gas Development as Oil Majors Tentatively Return | Crude ... ",20260814T204500Z,https://images.contentstack.io/v3/assets/blt4eb669caa7dc65b2/blta7dd42ebdd7b93b8/61899b34a3c7df383578294c/morningstar-og.png,morningstar.com,English,China
https://intlxpatr.com/2026/08/17/the-strait-of-hormuz-15-august-2026/,,"The Strait of Hormuz , 17 August 2026",20260817T194500Z,https://intlxpatr.com/wp-content/uploads/2026/08/screenshot-2026-08-17-at-14.05.56.png,intlxpatr.com,English,
https://www.news24.com/world/iran-defiant-on-strait-as-trump-tells-americans-to-accept-high-fuel-prices-20260815-0896,,Iran defiant on strait as Trump tells Americans to accept high fuel prices,20260815T170000Z,https://news24cobalt.24.co.za/resources/02a8-215ac5f40065-cb2c686b7f3b-1000/format/inline/gettyimages-2290497703.jpeg,news24.com,English,South Africa
https://www.staradvertiser.com/2026/08/15/breaking-news/iran-defiant-on-strait-as-trump-tells-americans-to-accept-high-gas-prices/,,Iran defiant on strait as Trump tells Americans to accept high gas prices,20260815T170000Z,https://www.staradvertiser.com/wp-content/uploads/2026/08/web1_US-IRAN-ASSESS-1.jpg,staradvertiser.com,English,United States
https://www.thestar.com.my/news/nation/2026/08/19/fuel-prices-aug-20-26-unsubsidised-petrol-diesel-prices-all-up-10-20sen,,"Fuel prices Aug 20 - 26 : Unsubsidised petrol , diesel prices all up 10 - 20sen",20260819T140000Z,https://apicms.thestar.com.my/uploads/images/2026/08/19/4067874.jpg,thestar.com.my,English,Malaysia
https://maritime-executive.com/editorials/will-chinese-oil-imports-rebound-after-the-iran-war,,Will Chinese Oil Imports Rebound After the Iran War ? ,20260815T010000Z,https://maritime-executive.com/media/images/article/Photos/Oil_Gas_Energy/cosgrand-lake-tanker-vlcc-cosco.png,maritime-executive.com,English,United States
https://www.cnbc.com/2026/08/19/diesel-price-california-ukraine-russia-iran-strait-hormuz.html,https://www.cnbc.com/amp/2026/08/19/diesel-price-california-ukraine-russia-iran-strait-hormuz.html,"Diesel in California hits $7 as wars in Europe , Middle East strain supply",20260819T183000Z,https://image.cnbcfm.com/api/v1/image/108351567-1787150286675-108351567-1787150196851-gettyimages-2267813543-US_FUEL.jpg?v=1787150295,cnbc.com,English,United States
https://dunyanews.tv/en/Business/968614-oil-edges-up-on-uncertainty-over-exports-through-hormuz,https://dunyanews.tv/amp/english/968614.php,Oil edges up on uncertainty over exports through Hormuz,20260819T041500Z,https://img.dunyanews.tv/news/2026/August/08-19-26/news_big_images/968614_53002983.jpg,dunyanews.tv,English,Pakistan
https://www.straitstimes.com/business/oil-edges-up-on-uncertainty-over-exports-through-hormuz,,Oil prices rise amid Strait of Hormuz export uncertainties,20260819T034500Z,https://cassette.sphdigital.com.sg/image/straitstimes/d885fa406de6b4ac34603e8d2f7e85272bb346952fe614dca4fd61cee867e2b9,straitstimes.com,English,Singapore
https://www.business-standard.com/markets/commodities/oil-prices-edge-higher-on-uncertainty-over-exports-through-hormuz-126081900086_1.html,https://www.business-standard.com/amp/markets/commodities/oil-prices-edge-higher-on-uncertainty-over-exports-through-hormuz-126081900086_1.html,Oil prices edge higher on uncertainty over exports through Hormuz,20260819T030000Z,https://bsmedia.business-standard.com/_media/bs/img/article/2026-06/18/thumb/fitandfill/1200X628/1781761272-7207.jpg,business-standard.com,English,India
https://www.asiaone.com/money/oil-edges-uncertainty-over-exports-through-hormuz,,Oil edges up on uncertainty over exports through Hormuz,20260819T060000Z,https://www.asiaone.com/sites/default/files/styles/article_top_image/public/original_images/Aug2026/19082026-oil-tanker.jpg?itok=KWECtY4b,asiaone.com,English,Singapore
https://www.omanobserver.om/article/1194500/world/region/iran-defiant-on-hormuz-with-no-sign-of-peace-talks,https://www.omanobserver.om/ampArticle/1194500,Iran defiant on Hormuz with no sign of peace talks,20260815T161500Z,https://www.omanobserver.om/omanobserver/uploads/images/2026/08/15/thumbs/600x600/3481813.jpg,omanobserver.om,English,Oman
https://en.shafaqna.com/471451/oil-prices-rose/,,Oil prices rose – Shafaqna English | International Shia News & Fatwas,20260817T050000Z,,en.shafaqna.com,English,Saudi Arabia
https://www.morningstar.com/news/dow-jones/202608147067/the-week-in-oil-stalled-hormuz-talks-send-prices-higher,,The Week in Oil : Stalled Hormuz Talks Send Prices Higher,20260814T170000Z,https://images.contentstack.io/v3/assets/blt4eb669caa7dc65b2/blta7dd42ebdd7b93b8/61899b34a3c7df383578294c/morningstar-og.png,morningstar.com,English,China
https://www.bankingnews.gr/diethni/articles/894589/energy-nightmare-attacks-in-the-devil-s-triangle-will-send-oil-skyrocketing-to-110%20title=,,Energy nightmare - Attacks in the devil triangle will send oil skyrocketing to $110,20260819T143000Z,https://www.bankingnews.gr/media/k2/items/cache/850da6d7abe9ccd5ceb946cc9ce8696b_XL.jpg,bankingnews.gr,English,Greece
https://www.bankingnews.gr/diethni/articles/894589/energy-nightmare-attacks-in-the-devil-s-triangle-will-send-oil-skyrocketing-to-110,,Energy nightmare - Attacks in the devil triangle will send oil skyrocketing to $110,20260819T143000Z,https://www.bankingnews.gr/media/k2/items/cache/850da6d7abe9ccd5ceb946cc9ce8696b_XL.jpg,bankingnews.gr,English,Greece
https://www.pakistantoday.com.pk/2026/08/18/saudi-aramco-resumes-some-oil-loadings-from-inside-strait-of-hormuz,,Saudi Aramco resumes Hormuz oil loadings,20260818T170000Z,https://i.tribune.com.pk/media/images/thumbs-b-c-c4520bf5c392003002f21acde25689161783960708-0/thumbs-b-c-c4520bf5c392003002f21acde25689161783960708-0.jpg,pakistantoday.com.pk,English,Pakistan
http://www.thejakartapost.com/business/2026/08/15/iran-defiant-on-strait-as-trump-tells-americans-to-accept-high-gas-prices,,Iran defiant on strait as Trump tells Americans to accept high gas prices - Markets,20260815T091500Z,https://img.jakpost.net/c/2026/08/15/2026_08_15_178708_1786774315._large.jpg,thejakartapost.com,English,Indonesia
https://finance.yahoo.com/news/oil-edges-uncertainty-over-exports-003901978.html,,Oil edges up on uncertainty over exports through Hormuz,20260819T011500Z,https://s.yimg.com/lo/mysterio/api/3AB0415FE7839EDDBBD7969DC0121A097D7021A527A5B7E0B60F4F1E9959791F/subgraphmysterio/resizefill_w1200_h747;quality_80;format_webp/https:%2F%2Fmedia.zenfs.com%2Fen%2Freuters.com%2F6fe0fea6f6f17f91c87e435b0c4ac2e9.jpg,finance.yahoo.com,English,United States
https://economictimes.indiatimes.com/markets/commodities/news/oil-edges-up-on-uncertainty-over-exports-through-hormuz/articleshow/133335197.cms,https://m.economictimes.com/markets/commodities/news/oil-edges-up-on-uncertainty-over-exports-through-hormuz/amp_articleshow/133335197.cms,Oil edges up on uncertainty over exports through Hormuz,20260819T024500Z,"https://img.etimg.com/thumb/msid-133335210,width-1200,height-630,imgsize-120176,overlay-etmarkets/articleshow.jpg",economictimes.indiatimes.com,English,India
https://www.straitstimes.com/world/middle-east/iran-defiant-on-strait-as-trump-tells-americans-to-accept-high-gas-prices,,Iran defiant on strait as Trump tells Americans to accept high petrol prices,20260815T071500Z,https://cassette.sphdigital.com.sg/image/straitstimes/f44838561455cf96b0aa404936af75217746f03fb4345540fcd8105609983a11,straitstimes.com,English,Singapore
https://pajhwok.com/2026/08/17/hormuz-shipping-traffic-drops-sharply/,,Hormuz shipping traffic drops sharply,20260817T050000Z,https://pajhwok.com/wp-content/uploads/2026/04/1x-1-1024x600.webp,pajhwok.com,English,Afghanistan
https://www.marinelink.com/news/iran-tells-us-stop-indulging-fantasies-542138,,Iran Tells US :  Stop Indulging In Fantasies  ,20260817T040000Z,https://images.marinelink.com/images/maritime/w800/tanaonte-adobe-172978.jpeg,marinelink.com,English,United States
https://www.canberratimes.com.au/story/9330863/iran-defiant-as-trump-tells-us-to-accept-dearer-petrol/,,Iran defiant as Trump tells US to accept dearer petrol,20260815T074500Z,https://www.canberratimes.com.au/images/transform/v1/crop/frm/silverstone-feed-data/bb7be3fd-3e79-4a16-94aa-7382d4e46a08.jpg/r0_90_800_510_w1200_h630_fmax.jpg,canberratimes.com.au,English,Australia
https://www.democracynow.org/2026/8/18/headlines/russian_oil_spills_from_grounded_tanker_fouling_beaches_in_oman,,"Russian Oil Spills from Grounded Tanker , Fouling Beaches in Oman",20260818T163000Z,https://www.democracynow.org/images/headlines/06/83206/full_hd/h3-oman-oil-spill.jpg,democracynow.org,English,United States
https://peakoil.com/production/hormuz-crisis-pushes-asian-refiners-toward-u-s-oil,,Hormuz Crisis Pushes Asian Refiners Toward U . S . Oil  | Peak Oil News and Message Boards,20260814T203000Z,,peakoil.com,English,United States
https://www.arabnews.com/node/2655050/business-economy,https://www.arabnews.com/node/2655050/amp,Oil climbs as fading US - Iran peace hopes raise supply risks,20260818T083000Z,https://www.arabnews.com/sites/default/files/styles/watermark_670x423/public/main-image/2026/08/18/4742115-2107408713.jpg?itok=hIsH8lg8,arabnews.com,English,Saudi Arabia
http://baystreet.ca/articles/commodities/122914/Shipping-Through-Hormuz-Drops-Sharply-as-Tensions-Rise,/amp/articles/Commodities.aspx?articleid=122914,Baystreet . ca - Shipping Through Hormuz Drops Sharply as Tensions Rise,20260814T173000Z,http://baystreet.ca/images/articlegroups/original/18/private/hormuz.jfif,baystreet.ca,English,Canada
https://www.dailymirror.lk/breaking-news/Oil-climbs-as-fading-US-Iran-peace-hopes-raise-supply-risks/108-348296,,Oil climbs as fading US - Iran peace hopes raise supply risks - Breaking News,20260818T064500Z,https://bmkltsly13vb.compat.objectstorage.ap-singapore-1.oraclecloud.com/cdn.sg.dailymirror.lk/assets/uploads/image_1c1b8ca13e.jpg,dailymirror.lk,English,Sri Lanka
https://bworldonline.com/world/2026/08/18/770917/oil-climbs-as-fading-us-iran-peace-hopes-raise-supply-risks/,,Oil climbs as fading US - Iran peace hopes raise supply risks,20260818T103000Z,https://bworldonline.com/wp-content/uploads/2026/03/oil-barrel-wc-1024x683-1.jpg,bworldonline.com,English,Philippines
https://www.asahi.com/ajw/articles/16811471,,"Iran defiant on strait as Trump tells Americans to accept high gasoline prices | The Asahi Shimbun : Breaking News , Japan News and Analysis",20260817T030000Z,https://p.potaufeu.asahi.com/5f5b-p/picture/31213801/4ea7cd9520ad9d5cace990f4aef087a7.jpg,asahi.com,English,Japan
https://jowhar.com/iran-tells-u-s-to-admit-defeat-as-trump-calls-tehran-evil/,,Iran Tells U . S . to Admit Defeat as Trump Calls Tehran  Evil  - Jowhar News Leader,20260815T184500Z,https://jowhar.com/wp-content/uploads/2026/08/Iran-Tells-US-to-Admit-Defeat-as-Trump-Calls-Tehran.jpg,jowhar.com,English,Somalia
